Time.time,TotalScore,climberPosition,climberMin,-4.1,climberMax,5,UserID,aa,Date(MDY),03/04/2022 18:03:09
13.05518,0,-4.1
13.15518,0,-4.1
13.17182,0,-4.1
13.18848,0,-4.1
13.20512,0,-4.1
13.22175,0,-4.1
13.23839,0,-4.1
13.25502,0,-4.1
13.27166,0,-4.1
13.28827,0,-4.1
13.30493,0,-4.1
13.32156,0,-4.1
13.33825,0,-4.1
13.35489,0,-4.1
13.37152,0,-4.1
13.38814,0,-4.1
13.40482,0,-4.1
13.42147,0,-4.1
13.43809,0,-4.1
13.45472,0,-4.1
13.4716,0,-4.1
13.48822,0,-4.1
13.50488,0,-4.1
13.52149,0,-4.1
13.53811,0,-4.1
13.55474,0,-4.1
13.57138,0,-4.1
13.58801,0,-4.1
13.60462,0,-4.1
13.62122,0,-4.1
13.63787,0,-4.1
13.65448,0,-4.1
13.67109,0,-4.1
13.68771,0,-4.1
13.70436,0,-4.1
13.721,0,-4.1
13.73789,0,-4.1
13.75454,0,-4.1
13.77114,0,-4.1
13.78772,0,-4.1
13.80449,0,-4.1
13.8211,0,-4.1
13.83763,0,-4.1
13.85431,0,-4.1
13.87096,0,-4.1
13.88758,0,-4.1
13.90419,0,-4.1
13.92081,0,-4.1
13.93742,0,-4.1
13.95406,0,-4.1
13.97073,0,-4.1
13.98732,0,-4.1
14.00392,0,-4.1
14.02052,0,-4.1
14.03715,0,-4.1
14.05381,0,-4.1
14.07059,0,-4.1
14.08724,0,-4.1
14.10387,0,-4.1
14.1205,0,-4.1
14.13712,0,-4.1
14.15375,0,-4.1
14.17037,0,-3.5
14.18699,0,-3.5
14.20364,0,-3.5
14.22026,0,-3.5
14.23693,0,-3.5
14.25361,0,-3.5
14.27028,0,-3.5
14.28695,0,-2.9
14.3036,0,-2.9
14.32023,0,-2.9
14.33686,0,-2.9
14.35349,0,-2.9
14.37013,0,-2.9
14.38678,0,-2.9
14.40343,0,-2.3
14.42007,0,-2.3
14.4367,0,-2.3
14.45333,0,-2.3
14.47008,0,-2.3
14.48671,0,-2.3
14.50333,0,-2.3
14.51996,0,-2.8
14.53658,0,-2.8
14.55321,0,-2.8
14.56985,0,-2.8
14.58682,0,-2.8
14.60345,0,-2.8
14.62001,0,-2.2
14.63667,0,-2.2
14.65327,0,-2.2
14.66988,0,-2.2
14.68648,0,-2.2
14.70309,0,-2.2
14.7197,0,-2.2
14.73628,0,-2.7
14.75292,0,-2.7
14.76952,0,-2.7
14.78642,0,-2.7
14.80308,0,-2.7
14.81967,0,-2.7
14.83627,0,-2.7
14.85283,0,-3.2
14.86947,0,-3.2
14.88607,0,-3.2
14.90266,0,-3.2
14.91947,0,-3.2
14.93608,0,-3.2
14.95269,0,-3.2
14.96929,0,-2.6
14.98593,0,-2.6
15.00254,0,-2.6
15.01916,0,-2.6
15.03576,0,-2.6
15.05239,0,-2.6
15.069,0,-2.6
15.08563,0,-3.1
15.10226,0,-3.1
15.11906,0,-3.1
15.13569,0,-3.1
15.15233,0,-3.1
15.16897,0,-3.1
15.1856,0,-3.1
15.20227,0,-2.5
15.21891,0,-2.5
15.23555,0,-2.5
15.2522,0,-2.5
15.26884,0,-2.5
15.28548,0,-2.5
15.30212,0,-2.5
15.31878,0,-3
15.33542,0,-3
15.35206,0,-3
15.3687,0,-3
15.38534,0,-3
15.40199,0,-3
15.41862,0,-3
15.43527,0,-3.5
15.45191,0,-3.5
15.46855,0,-3.5
15.48519,0,-3.5
15.50182,0,-3.5
15.51846,0,-3.5
15.5351,0,-3.5
15.55174,0,-2.900001
15.56839,0,-2.900001
15.58503,0,-2.900001
15.60188,0,-2.900001
15.61853,0,-2.900001
15.63513,0,-2.900001
15.65178,0,-3.400001
15.66842,0,-3.400001
15.68504,0,-3.400001
15.70167,0,-3.400001
15.71834,0,-3.400001
15.73499,0,-3.400001
15.75158,0,-3.400001
15.76822,0,-2.800001
15.78483,0,-2.800001
15.80146,0,-2.800001
15.81808,0,-2.800001
15.8347,0,-2.800001
